"allele_id","allele_name","allele_type"
"S000005381-1-KanMX","dis3-1","TS allele with KanMX marker"
"S000005381-1-KanMX","dis3-1","TS allele with KanMX marker"
"S000001507-4-KanMX","ura6-4","TS allele with KanMX marker"
"S000001507-4-KanMX","ura6-4","TS allele with KanMX marker"
"S000001507-5-KanMX","ura6-5","TS allele with KanMX marker"
"S000001507-5-KanMX","ura6-5","TS allele with KanMX marker"
"S000001507-6-KanMX","ura6-6","TS allele with KanMX marker"
"S000001507-6-KanMX","ura6-6","TS allele with KanMX marker"
"S000002255-1-KanMX","rpn6-1","TS allele with KanMX marker"
"S000002255-1-KanMX","rpn6-1","TS allele with KanMX marker"
"S000002306-1-KanMX","rpn5-1","TS allele with KanMX marker"
"S000002306-1-KanMX","rpn5-1","TS allele with KanMX marker"
"S000006312-3-KanMX","rpn7-3","TS allele with KanMX marker"
"S000006312-3-KanMX","rpn7-3","TS allele with KanMX marker"
"S000001078-2221-KanMX","brl1-2221","TS allele with KanMX marker"
"S000001078-2221-KanMX","brl1-2221","TS allele with KanMX marker"
"S000001078-3231-KanMX","brl1-3231","TS allele with KanMX marker"
"S000001078-3231-KanMX","brl1-3231","TS allele with KanMX marker"
"S000001078-c371r-KanMX","brl1-c371r","TS allele with KanMX marker"
"S000001078-c371r-KanMX","brl1-c371r","TS allele with KanMX marker"
"S000001078-c371s-KanMX","brl1-c371s","TS allele with KanMX marker"
"S000001078-c371s-KanMX","brl1-c371s","TS allele with KanMX marker"
"S000001078-k405i-KanMX","brl1-k405i","TS allele with KanMX marker"
"S000001078-k405i-KanMX","brl1-k405i","TS allele with KanMX marker"
"S000003997-16-KanMX","nse1-16","TS allele with KanMX marker"
"S000003997-16-KanMX","nse1-16","TS allele with KanMX marker"
"S000001507-6-KanMX","ura6-6","TS allele with KanMX marker"
"S000001507-6-KanMX","ura6-6","TS allele with KanMX marker"
"S000002255-1-KanMX","rpn6-1","TS allele with KanMX marker"
"S000002255-1-KanMX","rpn6-1","TS allele with KanMX marker"
"S000002306-1-KanMX","rpn5-1","TS allele with KanMX marker"
"S000002306-1-KanMX","rpn5-1","TS allele with KanMX marker"
"S000006312-3-KanMX","rpn7-3","TS allele with KanMX marker"
"S000006312-3-KanMX","rpn7-3","TS allele with KanMX marker"
"S000001078-2221-KanMX","brl1-2221","TS allele with KanMX marker"
"S000001078-2221-KanMX","brl1-2221","TS allele with KanMX marker"
"S000001078-3231-KanMX","brl1-3231","TS allele with KanMX marker"
"S000001078-3231-KanMX","brl1-3231","TS allele with KanMX marker"
"S000001078-c371r-KanMX","brl1-c371r","TS allele with KanMX marker"
"S000001078-c371r-KanMX","brl1-c371r","TS allele with KanMX marker"
"S000001078-c371s-KanMX","brl1-c371s","TS allele with KanMX marker"
"S000001078-c371s-KanMX","brl1-c371s","TS allele with KanMX marker"
"S000001078-k405i-KanMX","brl1-k405i","TS allele with KanMX marker"
"S000001078-k405i-KanMX","brl1-k405i","TS allele with KanMX marker"
"S000003997-16-KanMX","nse1-16","TS allele with KanMX marker"
"S000003997-16-KanMX","nse1-16","TS allele with KanMX marker"
"S000001504-2-KanMX","mak11-2","TS allele with KanMX marker"
"S000001504-2-KanMX","mak11-2","TS allele with KanMX marker"
"S000004107-1-KanMX","clf1-1","TS allele with KanMX marker"
"S000004107-1-KanMX","clf1-1","TS allele with KanMX marker"
"S000001877-ts-KanMX","gna1-ts","TS allele with KanMX marker"
"S000001877-ts-KanMX","gna1-ts","TS allele with KanMX marker"
"S000004842-delta6-KanMX","rrp5-delta6","TS allele with KanMX marker"
"S000004842-delta6-KanMX","rrp5-delta6","TS allele with KanMX marker"
"S000001504-2-KanMX","mak11-2","TS allele with KanMX marker"
"S000001504-2-KanMX","mak11-2","TS allele with KanMX marker"
"S000004107-1-KanMX","clf1-1","TS allele with KanMX marker"
"S000004107-1-KanMX","clf1-1","TS allele with KanMX marker"
"S000001877-ts-KanMX","gna1-ts","TS allele with KanMX marker"
"S000001877-ts-KanMX","gna1-ts","TS allele with KanMX marker"
"S000004842-delta6-KanMX","rrp5-delta6","TS allele with KanMX marker"
"S000004842-delta6-KanMX","rrp5-delta6","TS allele with KanMX marker"
